,hour,longitude,latitude,value,,,,
1878,6,116.3489,40.0892,4,,,,"{name: '1878',value: [116.3489,40.0892,4]},"
1879,6,116.6203,39.9348,8,,,,"{name: '1879',value: [116.6203,39.9348,8]},"
1880,6,116.4696,39.9513,28,,,,"{name: '1880',value: [116.4696,39.9513,28]},"
1881,6,116.6576,40.3568,12,,,,"{name: '1881',value: [116.6576,40.3568,12]},"
1882,6,116.364,39.7954,29,,,,"{name: '1882',value: [116.364,39.7954,29]},"
1883,6,115.9739,39.6236,4,,,,"{name: '1883',value: [115.9739,39.6236,4]},"
1884,6,116.2582,40.1257,5,,,,"{name: '1884',value: [116.2582,40.1257,5]},"
1885,6,116.4506,39.8181,5,,,,"{name: '1885',value: [116.4506,39.8181,5]},"
1886,6,116.6219,40.0615,18,,,,"{name: '1886',value: [116.6219,40.0615,18]},"
1887,6,116.5836,39.9345,8,,,,"{name: '1887',value: [116.5836,39.9345,8]},"
1888,6,116.2574,40.0709,5,,,,"{name: '1888',value: [116.2574,40.0709,5]},"
1889,6,116.2912,40.058,4,,,,"{name: '1889',value: [116.2912,40.058,4]},"
1890,6,116.77,39.923,4,,,,"{name: '1890',value: [116.77,39.923,4]},"
1891,6,117.0775,40.1556,5,,,,"{name: '1891',value: [117.0775,40.1556,5]},"
1892,6,116.2091,39.8489,4,,,,"{name: '1892',value: [116.2091,39.8489,4]},"
1893,6,116.2424,40.2147,53,,,,"{name: '1893',value: [116.2424,40.2147,53]},"
1894,6,116.4997,39.9827,12,,,,"{name: '1894',value: [116.4997,39.9827,12]},"
1895,6,116.6618,39.9133,6,,,,"{name: '1895',value: [116.6618,39.9133,6]},"
1896,6,116.1728,40.0632,14,,,,"{name: '1896',value: [116.1728,40.0632,14]},"
1897,6,116.359,39.8735,4,,,,"{name: '1897',value: [116.359,39.8735,4]},"
1898,6,116.714,40.3322,16,,,,"{name: '1898',value: [116.714,40.3322,16]},"
1899,6,116.0888,39.719,6,,,,"{name: '1899',value: [116.0888,39.719,6]},"
1900,6,116.407,39.9992,8,,,,"{name: '1900',value: [116.407,39.9992,8]},"
1901,6,116.3999,39.9162,6,,,,"{name: '1901',value: [116.3999,39.9162,6]},"
1902,6,116.3788,39.9171,66,,,,"{name: '1902',value: [116.3788,39.9171,66]},"
1903,6,116.6877,40.4189,4,,,,"{name: '1903',value: [116.6877,40.4189,4]},"
1904,6,116.3792,40.0863,16,,,,"{name: '1904',value: [116.3792,40.0863,16]},"
1905,6,116.1155,39.7643,5,,,,"{name: '1905',value: [116.1155,39.7643,5]},"
1906,6,116.1874,39.9346,10,,,,"{name: '1906',value: [116.1874,39.9346,10]},"
1907,6,116.2913,39.8681,12,,,,"{name: '1907',value: [116.2913,39.8681,12]},"
1908,6,116.3611,39.7616,5,,,,"{name: '1908',value: [116.3611,39.7616,5]},"
1909,6,116.6878,40.2917,9,,,,"{name: '1909',value: [116.6878,40.2917,9]},"
1910,6,116.5353,40.0159,8,,,,"{name: '1910',value: [116.5353,40.0159,8]},"
1911,6,116.5198,39.8753,8,,,,"{name: '1911',value: [116.5198,39.8753,8]},"
1912,6,116.2402,39.9258,5,,,,"{name: '1912',value: [116.2402,39.9258,5]},"
1913,6,116.2563,39.94,14,,,,"{name: '1913',value: [116.2563,39.94,14]},"
1914,6,116.2715,40.0298,5,,,,"{name: '1914',value: [116.2715,40.0298,5]},"
1915,6,116.5943,39.9189,44,,,,"{name: '1915',value: [116.5943,39.9189,44]},"
1916,6,116.2763,39.872,6,,,,"{name: '1916',value: [116.2763,39.872,6]},"
1917,6,116.3619,40.0864,5,,,,"{name: '1917',value: [116.3619,40.0864,5]},"
1918,6,116.4234,39.8047,5,,,,"{name: '1918',value: [116.4234,39.8047,5]},"
1919,6,116.3282,39.8357,9,,,,"{name: '1919',value: [116.3282,39.8357,9]},"
1920,6,116.4045,39.9446,21,,,,"{name: '1920',value: [116.4045,39.9446,21]},"
1921,6,116.5543,39.8171,4,,,,"{name: '1921',value: [116.5543,39.8171,4]},"
1922,6,116.5082,39.9006,4,,,,"{name: '1922',value: [116.5082,39.9006,4]},"
1923,6,116.546,39.7733,6,,,,"{name: '1923',value: [116.546,39.7733,6]},"
1924,6,116.5052,39.9967,5,,,,"{name: '1924',value: [116.5052,39.9967,5]},"
1925,6,116.7114,39.8462,10,,,,"{name: '1925',value: [116.7114,39.8462,10]},"
1926,6,116.3219,39.7725,16,,,,"{name: '1926',value: [116.3219,39.7725,16]},"
1927,6,116.4485,39.9607,9,,,,"{name: '1927',value: [116.4485,39.9607,9]},"
1928,6,116.6551,39.8789,44,,,,"{name: '1928',value: [116.6551,39.8789,44]},"
1929,6,116.3213,39.8883,14,,,,"{name: '1929',value: [116.3213,39.8883,14]},"
1930,6,116.4215,39.8447,25,,,,"{name: '1930',value: [116.4215,39.8447,25]},"
1931,6,116.4521,40.1233,17,,,,"{name: '1931',value: [116.4521,40.1233,17]},"
1932,6,116.0349,39.6016,5,,,,"{name: '1932',value: [116.0349,39.6016,5]},"
1933,6,116.2316,40.2292,17,,,,"{name: '1933',value: [116.2316,40.2292,17]},"
1934,6,117.1105,40.189,9,,,,"{name: '1934',value: [117.1105,40.189,9]},"
1935,6,116.3233,40.0058,6,,,,"{name: '1935',value: [116.3233,40.0058,6]},"
1936,6,116.2906,39.9797,18,,,,"{name: '1936',value: [116.2906,39.9797,18]},"
1937,6,116.3687,40.0725,8,,,,"{name: '1937',value: [116.3687,40.0725,8]},"
1938,6,116.4133,39.9148,30,,,,"{name: '1938',value: [116.4133,39.9148,30]},"
1939,6,116.3329,40.0511,22,,,,"{name: '1939',value: [116.3329,40.0511,22]},"
1940,6,117.1212,40.1369,9,,,,"{name: '1940',value: [117.1212,40.1369,9]},"
1941,6,116.3814,39.9341,5,,,,"{name: '1941',value: [116.3814,39.9341,5]},"
1942,6,116.1402,39.7472,10,,,,"{name: '1942',value: [116.1402,39.7472,10]},"
1943,6,116.5661,39.8524,6,,,,"{name: '1943',value: [116.5661,39.8524,6]},"
1944,6,116.0257,39.6828,9,,,,"{name: '1944',value: [116.0257,39.6828,9]},"
1945,6,116.3618,40.0178,5,,,,"{name: '1945',value: [116.3618,40.0178,5]},"
1946,6,116.2901,40.0676,5,,,,"{name: '1946',value: [116.2901,40.0676,5]},"
1947,6,116.3845,40.0684,13,,,,"{name: '1947',value: [116.3845,40.0684,13]},"
1948,6,116.2776,40.0707,6,,,,"{name: '1948',value: [116.2776,40.0707,6]},"
1949,6,116.2808,39.886,10,,,,"{name: '1949',value: [116.2808,39.886,10]},"
1950,6,116.5324,39.8532,4,,,,"{name: '1950',value: [116.5324,39.8532,4]},"
1951,6,117.1225,40.1696,9,,,,"{name: '1951',value: [117.1225,40.1696,9]},"
1952,6,116.3194,40.0561,41,,,,"{name: '1952',value: [116.3194,40.0561,41]},"
1953,6,116.7086,39.917,50,,,,"{name: '1953',value: [116.7086,39.917,50]},"
1954,6,116.4437,39.9939,22,,,,"{name: '1954',value: [116.4437,39.9939,22]},"
1955,6,116.3097,40.003,8,,,,"{name: '1955',value: [116.3097,40.003,8]},"
1956,6,116.3072,39.7367,5,,,,"{name: '1956',value: [116.3072,39.7367,5]},"
1957,6,116.8268,40.4007,5,,,,"{name: '1957',value: [116.8268,40.4007,5]},"
1958,6,116.3925,40.1793,6,,,,"{name: '1958',value: [116.3925,40.1793,6]},"
1959,6,116.8554,40.3577,6,,,,"{name: '1959',value: [116.8554,40.3577,6]},"
1960,6,116.5386,39.9153,21,,,,"{name: '1960',value: [116.5386,39.9153,21]},"
1961,6,116.4631,39.8852,42,,,,"{name: '1961',value: [116.4631,39.8852,42]},"
1962,6,116.5645,39.9775,8,,,,"{name: '1962',value: [116.5645,39.9775,8]},"
1963,6,116.6663,40.1467,12,,,,"{name: '1963',value: [116.6663,40.1467,12]},"
1964,6,116.3036,40.0369,9,,,,"{name: '1964',value: [116.3036,40.0369,9]},"
1965,6,116.8523,40.3813,6,,,,"{name: '1965',value: [116.8523,40.3813,6]},"
1966,6,116.6791,39.8923,53,,,,"{name: '1966',value: [116.6791,39.8923,53]},"
1967,6,116.5331,39.8311,5,,,,"{name: '1967',value: [116.5331,39.8311,5]},"
1968,6,116.8263,40.3739,10,,,,"{name: '1968',value: [116.8263,40.3739,10]},"
1969,6,116.6372,40.3216,120,,,,"{name: '1969',value: [116.6372,40.3216,120]},"
1970,6,116.2186,40.2218,5,,,,"{name: '1970',value: [116.2186,40.2218,5]},"
1971,6,116.4509,39.9235,10,,,,"{name: '1971',value: [116.4509,39.9235,10]},"
1972,6,116.5149,39.802,20,,,,"{name: '1972',value: [116.5149,39.802,20]},"
1973,6,116.2347,39.8994,12,,,,"{name: '1973',value: [116.2347,39.8994,12]},"
1974,6,116.3089,39.9127,12,,,,"{name: '1974',value: [116.3089,39.9127,12]},"
1975,6,115.9923,40.4655,5,,,,"{name: '1975',value: [115.9923,40.4655,5]},"
1976,6,116.4007,39.8141,9,,,,"{name: '1976',value: [116.4007,39.8141,9]},"
1977,6,116.2673,39.8958,25,,,,"{name: '1977',value: [116.2673,39.8958,25]},"
1978,6,116.2538,39.9532,13,,,,"{name: '1978',value: [116.2538,39.9532,13]},"
1979,6,116.4383,40.0204,9,,,,"{name: '1979',value: [116.4383,40.0204,9]},"
1980,6,116.496,39.8823,13,,,,"{name: '1980',value: [116.496,39.8823,13]},"
1981,6,116.4316,39.9712,4,,,,"{name: '1981',value: [116.4316,39.9712,4]},"
1982,6,116.4453,39.8671,14,,,,"{name: '1982',value: [116.4453,39.8671,14]},"
1983,6,116.3816,39.8889,16,,,,"{name: '1983',value: [116.3816,39.8889,16]},"
1984,6,116.4353,39.92,14,,,,"{name: '1984',value: [116.4353,39.92,14]},"
1985,6,116.6686,39.9718,4,,,,"{name: '1985',value: [116.6686,39.9718,4]},"
1986,7,116.6711,39.9091,49,,,,"{name: '1986',value: [116.6711,39.9091,49]},"
1987,7,116.4248,40.0365,30,,,,"{name: '1987',value: [116.4248,40.0365,30]},"
1988,7,116.6835,40.3512,8,,,,"{name: '1988',value: [116.6835,40.3512,8]},"
1989,7,116.4302,39.9861,10,,,,"{name: '1989',value: [116.4302,39.9861,10]},"
1990,7,116.4887,39.9956,24,,,,"{name: '1990',value: [116.4887,39.9956,24]},"
1991,7,116.7044,40.368,10,,,,"{name: '1991',value: [116.7044,40.368,10]},"
1992,7,116.4062,39.9992,16,,,,"{name: '1992',value: [116.4062,39.9992,16]},"
1993,7,116.4581,39.8079,4,,,,"{name: '1993',value: [116.4581,39.8079,4]},"
1994,7,116.4029,39.9147,9,,,,"{name: '1994',value: [116.4029,39.9147,9]},"
1995,7,116.3144,39.9209,8,,,,"{name: '1995',value: [116.3144,39.9209,8]},"
1996,7,116.523,39.9465,8,,,,"{name: '1996',value: [116.523,39.9465,8]},"
1997,7,116.3777,39.9975,17,,,,"{name: '1997',value: [116.3777,39.9975,17]},"
1998,7,116.3809,40.0683,18,,,,"{name: '1998',value: [116.3809,40.0683,18]},"
1999,7,116.6766,40.0398,22,,,,"{name: '1999',value: [116.6766,40.0398,22]},"
2000,7,115.9901,39.716,18,,,,"{name: '2000',value: [115.9901,39.716,18]},"
2001,7,116.3715,39.9506,12,,,,"{name: '2001',value: [116.3715,39.9506,12]},"
2002,7,116.1769,39.7778,9,,,,"{name: '2002',value: [116.1769,39.7778,9]},"
2003,7,116.3356,40.1041,5,,,,"{name: '2003',value: [116.3356,40.1041,5]},"
2004,7,116.5559,39.9185,17,,,,"{name: '2004',value: [116.5559,39.9185,17]},"
2005,7,116.7048,39.7658,13,,,,"{name: '2005',value: [116.7048,39.7658,13]},"
2006,7,116.2429,40.2142,52,,,,"{name: '2006',value: [116.2429,40.2142,52]},"
2007,7,116.4443,39.763,10,,,,"{name: '2007',value: [116.4443,39.763,10]},"
2008,7,116.2479,39.8531,6,,,,"{name: '2008',value: [116.2479,39.8531,6]},"
2009,7,116.6968,39.8943,141,,,,"{name: '2009',value: [116.6968,39.8943,141]},"
2010,7,116.1048,39.9475,8,,,,"{name: '2010',value: [116.1048,39.9475,8]},"
2011,7,116.2067,39.814,6,,,,"{name: '2011',value: [116.2067,39.814,6]},"
2012,7,117.0994,40.0928,5,,,,"{name: '2012',value: [117.0994,40.0928,5]},"
2013,7,116.0027,39.705,29,,,,"{name: '2013',value: [116.0027,39.705,29]},"
2014,7,116.4907,39.8938,14,,,,"{name: '2014',value: [116.4907,39.8938,14]},"
2015,7,116.4149,40.0522,14,,,,"{name: '2015',value: [116.4149,40.0522,14]},"
2016,7,116.6821,40.1165,29,,,,"{name: '2016',value: [116.6821,40.1165,29]},"
2017,7,116.5403,39.9239,6,,,,"{name: '2017',value: [116.5403,39.9239,6]},"
2018,7,116.6142,39.9059,10,,,,"{name: '2018',value: [116.6142,39.9059,10]},"
2019,7,116.4362,40.0011,13,,,,"{name: '2019',value: [116.4362,40.0011,13]},"
2020,7,116.2842,40.2194,9,,,,"{name: '2020',value: [116.2842,40.2194,9]},"
2021,7,116.3078,39.8909,20,,,,"{name: '2021',value: [116.3078,39.8909,20]},"
2022,7,116.3476,40.0468,12,,,,"{name: '2022',value: [116.3476,40.0468,12]},"
2023,7,116.3238,39.9576,50,,,,"{name: '2023',value: [116.3238,39.9576,50]},"
2024,7,116.6668,40.1066,16,,,,"{name: '2024',value: [116.6668,40.1066,16]},"
2025,7,116.2758,40.16,4,,,,"{name: '2025',value: [116.2758,40.16,4]},"
2026,7,116.2656,40.0467,22,,,,"{name: '2026',value: [116.2656,40.0467,22]},"
2027,7,116.0882,39.7756,20,,,,"{name: '2027',value: [116.0882,39.7756,20]},"
2028,7,117.1404,40.1921,10,,,,"{name: '2028',value: [117.1404,40.1921,10]},"
2029,7,116.0932,39.9523,13,,,,"{name: '2029',value: [116.0932,39.9523,13]},"
2030,7,116.3866,40.008,17,,,,"{name: '2030',value: [116.3866,40.008,17]},"
2031,7,116.069,39.7207,13,,,,"{name: '2031',value: [116.069,39.7207,13]},"
2032,7,116.3817,39.9015,53,,,,"{name: '2032',value: [116.3817,39.9015,53]},"
2033,7,116.4349,39.8519,25,,,,"{name: '2033',value: [116.4349,39.8519,25]},"
2034,7,116.6158,40.3013,13,,,,"{name: '2034',value: [116.6158,40.3013,13]},"
2035,7,116.1475,39.7431,62,,,,"{name: '2035',value: [116.1475,39.7431,62]},"
2036,7,116.3725,40.0935,18,,,,"{name: '2036',value: [116.3725,40.0935,18]},"
2037,7,116.326,39.9936,38,,,,"{name: '2037',value: [116.326,39.9936,38]},"
2038,7,116.3171,40.0417,32,,,,"{name: '2038',value: [116.3171,40.0417,32]},"
2039,7,116.4518,40.1223,6,,,,"{name: '2039',value: [116.4518,40.1223,6]},"
2040,7,116.3981,39.7891,6,,,,"{name: '2040',value: [116.3981,39.7891,6]},"
2041,7,116.4155,39.877,9,,,,"{name: '2041',value: [116.4155,39.877,9]},"
2042,7,116.3044,39.8244,12,,,,"{name: '2042',value: [116.3044,39.8244,12]},"
2043,7,116.6534,40.1089,5,,,,"{name: '2043',value: [116.6534,40.1089,5]},"
2044,7,116.4096,39.9626,17,,,,"{name: '2044',value: [116.4096,39.9626,17]},"
2045,7,116.8696,40.3774,76,,,,"{name: '2045',value: [116.8696,40.3774,76]},"
2046,7,116.4384,40.0439,10,,,,"{name: '2046',value: [116.4384,40.0439,10]},"
2047,7,116.2864,40.0598,12,,,,"{name: '2047',value: [116.2864,40.0598,12]},"
2048,7,116.3687,39.8979,25,,,,"{name: '2048',value: [116.3687,39.8979,25]},"
2049,7,116.7027,39.909,61,,,,"{name: '2049',value: [116.7027,39.909,61]},"
2050,7,116.3981,39.8871,28,,,,"{name: '2050',value: [116.3981,39.8871,28]},"
2051,7,116.5225,39.793,32,,,,"{name: '2051',value: [116.5225,39.793,32]},"
2052,7,116.6818,39.944,14,,,,"{name: '2052',value: [116.6818,39.944,14]},"
2053,7,116.6667,40.2922,21,,,,"{name: '2053',value: [116.6667,40.2922,21]},"
2054,7,116.6028,40.2824,9,,,,"{name: '2054',value: [116.6028,40.2824,9]},"
2055,7,116.1889,40.0977,10,,,,"{name: '2055',value: [116.1889,40.0977,10]},"
2056,7,116.1165,39.8977,9,,,,"{name: '2056',value: [116.1165,39.8977,9]},"
2057,7,116.3512,39.9384,45,,,,"{name: '2057',value: [116.3512,39.9384,45]},"
2058,7,116.4611,39.9339,20,,,,"{name: '2058',value: [116.4611,39.9339,20]},"
2059,7,116.3589,40.018,18,,,,"{name: '2059',value: [116.3589,40.018,18]},"
2060,7,116.8682,40.3884,224,,,,"{name: '2060',value: [116.8682,40.3884,224]},"
2061,7,116.2781,40.0847,10,,,,"{name: '2061',value: [116.2781,40.0847,10]},"
2062,7,116.5115,39.9819,5,,,,"{name: '2062',value: [116.5115,39.9819,5]},"
2063,7,116.3524,39.8572,6,,,,"{name: '2063',value: [116.3524,39.8572,6]},"
2064,7,116.9193,40.4045,4,,,,"{name: '2064',value: [116.9193,40.4045,4]},"
2065,7,116.496,39.9261,66,,,,"{name: '2065',value: [116.496,39.9261,66]},"
2066,7,116.4335,39.9751,38,,,,"{name: '2066',value: [116.4335,39.9751,38]},"
2067,7,116.4197,39.9689,6,,,,"{name: '2067',value: [116.4197,39.9689,6]},"
2068,7,116.7645,39.9084,5,,,,"{name: '2068',value: [116.7645,39.9084,5]},"
2069,7,116.2912,40.0131,6,,,,"{name: '2069',value: [116.2912,40.0131,6]},"
2070,7,116.4917,39.7683,8,,,,"{name: '2070',value: [116.4917,39.7683,8]},"
2071,7,116.1325,39.9031,5,,,,"{name: '2071',value: [116.1325,39.9031,5]},"
2072,7,116.2683,40.0582,36,,,,"{name: '2072',value: [116.2683,40.0582,36]},"
2073,7,116.709,39.9181,56,,,,"{name: '2073',value: [116.709,39.9181,56]},"
2074,7,116.6042,40.1347,16,,,,"{name: '2074',value: [116.6042,40.1347,16]},"
2075,7,115.971,39.6217,5,,,,"{name: '2075',value: [115.971,39.6217,5]},"
2076,7,116.322,40.082,9,,,,"{name: '2076',value: [116.322,40.082,9]},"
2077,7,116.3852,39.9197,9,,,,"{name: '2077',value: [116.3852,39.9197,9]},"
2078,7,116.4672,39.926,121,,,,"{name: '2078',value: [116.4672,39.926,121]},"
2079,7,116.48,39.9528,9,,,,"{name: '2079',value: [116.48,39.9528,9]},"
2080,7,116.1825,39.8977,21,,,,"{name: '2080',value: [116.1825,39.8977,21]},"
2081,7,116.5644,40.1081,8,,,,"{name: '2081',value: [116.5644,40.1081,8]},"
2082,7,116.6736,40.125,6,,,,"{name: '2082',value: [116.6736,40.125,6]},"
2083,7,116.2769,39.963,10,,,,"{name: '2083',value: [116.2769,39.963,10]},"
2084,7,116.4403,39.7865,8,,,,"{name: '2084',value: [116.4403,39.7865,8]},"
2085,7,117.1326,40.1704,73,,,,"{name: '2085',value: [117.1326,40.1704,73]},"
2086,7,116.5389,40.0462,13,,,,"{name: '2086',value: [116.5389,40.0462,13]},"
2087,7,116.6537,39.8755,13,,,,"{name: '2087',value: [116.6537,39.8755,13]},"
2088,7,116.3604,39.9822,38,,,,"{name: '2088',value: [116.3604,39.9822,38]},"
2089,7,116.3603,39.9093,9,,,,"{name: '2089',value: [116.3603,39.9093,9]},"
2090,7,116.3469,39.9745,22,,,,"{name: '2090',value: [116.3469,39.9745,22]},"
2091,7,116.3303,40.0187,12,,,,"{name: '2091',value: [116.3303,40.0187,12]},"
2092,7,116.3482,40.0127,85,,,,"{name: '2092',value: [116.3482,40.0127,85]},"
2093,7,116.4428,40.0907,6,,,,"{name: '2093',value: [116.4428,40.0907,6]},"
2094,7,116.2656,39.9066,36,,,,"{name: '2094',value: [116.2656,39.9066,36]},"
2095,7,116.3844,40.1074,9,,,,"{name: '2095',value: [116.3844,40.1074,9]},"
2096,7,116.3038,39.8616,4,,,,"{name: '2096',value: [116.3038,39.8616,4]},"
2097,7,116.4371,39.8422,13,,,,"{name: '2097',value: [116.4371,39.8422,13]},"
2098,7,116.2881,40.0011,10,,,,"{name: '2098',value: [116.2881,40.0011,10]},"
2099,7,115.9903,39.6977,14,,,,"{name: '2099',value: [115.9903,39.6977,14]},"
2100,7,116.6927,39.8848,22,,,,"{name: '2100',value: [116.6927,39.8848,22]},"
2101,7,116.3557,39.8865,61,,,,"{name: '2101',value: [116.3557,39.8865,61]},"
2102,7,116.3934,39.9754,74,,,,"{name: '2102',value: [116.3934,39.9754,74]},"
2103,7,116.4977,40.0125,10,,,,"{name: '2103',value: [116.4977,40.0125,10]},"
2104,7,116.5599,39.9539,4,,,,"{name: '2104',value: [116.5599,39.9539,4]},"
2105,7,117.125,40.1158,68,,,,"{name: '2105',value: [117.125,40.1158,68]},"
2106,7,116.4169,40.0635,22,,,,"{name: '2106',value: [116.4169,40.0635,22]},"
2107,7,116.6853,40.3716,96,,,,"{name: '2107',value: [116.6853,40.3716,96]},"
2108,7,116.4835,39.9848,45,,,,"{name: '2108',value: [116.4835,39.9848,45]},"
2109,7,115.9894,40.4454,26,,,,"{name: '2109',value: [115.9894,40.4454,26]},"
2110,7,116.6924,40.3851,16,,,,"{name: '2110',value: [116.6924,40.3851,16]},"
2111,7,116.3692,39.9718,12,,,,"{name: '2111',value: [116.3692,39.9718,12]},"
2112,7,116.3444,39.7758,14,,,,"{name: '2112',value: [116.3444,39.7758,14]},"
2113,7,116.6376,40.3148,73,,,,"{name: '2113',value: [116.6376,40.3148,73]},"
2114,7,116.6601,40.1218,104,,,,"{name: '2114',value: [116.6601,40.1218,104]},"
2115,7,116.022,39.7104,14,,,,"{name: '2115',value: [116.022,39.7104,14]},"
2116,7,116.6629,40.1894,8,,,,"{name: '2116',value: [116.6629,40.1894,8]},"
2117,7,116.2967,40.0663,13,,,,"{name: '2117',value: [116.2967,40.0663,13]},"
2118,7,116.4035,39.7976,9,,,,"{name: '2118',value: [116.4035,39.7976,9]},"
2119,7,116.2087,39.9716,8,,,,"{name: '2119',value: [116.2087,39.9716,8]},"
2120,7,116.8414,40.3901,149,,,,"{name: '2120',value: [116.8414,40.3901,149]},"
2121,7,116.3296,39.9814,102,,,,"{name: '2121',value: [116.3296,39.9814,102]},"
2122,7,116.3745,39.96,100,,,,"{name: '2122',value: [116.3745,39.96,100]},"
2123,7,116.5152,39.9043,18,,,,"{name: '2123',value: [116.5152,39.9043,18]},"
2124,7,116.3728,39.9848,66,,,,"{name: '2124',value: [116.3728,39.9848,66]},"
2125,7,116.4327,39.897,32,,,,"{name: '2125',value: [116.4327,39.897,32]},"
2126,7,117.0806,40.1748,22,,,,"{name: '2126',value: [117.0806,40.1748,22]},"
2127,7,116.3361,39.9632,36,,,,"{name: '2127',value: [116.3361,39.9632,36]},"
2128,7,116.3567,39.7683,9,,,,"{name: '2128',value: [116.3567,39.7683,9]},"
2129,7,116.3683,40.0803,16,,,,"{name: '2129',value: [116.3683,40.0803,16]},"
2130,7,116.415,39.7745,6,,,,"{name: '2130',value: [116.415,39.7745,6]},"
2131,7,116.6797,39.8884,137,,,,"{name: '2131',value: [116.6797,39.8884,137]},"
2132,7,116.484,39.8693,6,,,,"{name: '2132',value: [116.484,39.8693,6]},"
2133,7,116.3472,39.994,52,,,,"{name: '2133',value: [116.3472,39.994,52]},"
2134,7,116.4219,39.9782,32,,,,"{name: '2134',value: [116.4219,39.9782,32]},"
2135,7,116.4022,39.9555,25,,,,"{name: '2135',value: [116.4022,39.9555,25]},"
2136,7,116.265,40.0871,12,,,,"{name: '2136',value: [116.265,40.0871,12]},"
2137,7,116.528,40.2367,10,,,,"{name: '2137',value: [116.528,40.2367,10]},"
2138,7,116.2204,40.2289,33,,,,"{name: '2138',value: [116.2204,40.2289,33]},"
2139,7,116.2586,40.0705,16,,,,"{name: '2139',value: [116.2586,40.0705,16]},"
2140,7,116.5333,39.8522,4,,,,"{name: '2140',value: [116.5333,39.8522,4]},"
2141,7,116.5103,39.9181,42,,,,"{name: '2141',value: [116.5103,39.9181,42]},"
2142,7,116.3408,39.6972,10,,,,"{name: '2142',value: [116.3408,39.6972,10]},"
2143,7,116.4483,40.0362,8,,,,"{name: '2143',value: [116.4483,40.0362,8]},"
2144,7,116.1356,39.7536,10,,,,"{name: '2144',value: [116.1356,39.7536,10]},"
2145,7,116.4846,39.9218,14,,,,"{name: '2145',value: [116.4846,39.9218,14]},"
2146,7,116.3396,39.8702,17,,,,"{name: '2146',value: [116.3396,39.8702,17]},"
2147,7,116.6997,39.9425,10,,,,"{name: '2147',value: [116.6997,39.9425,10]},"
2148,7,116.4491,39.8599,20,,,,"{name: '2148',value: [116.4491,39.8599,20]},"
2149,7,116.3919,39.991,28,,,,"{name: '2149',value: [116.3919,39.991,28]},"
2150,7,116.1488,39.7564,9,,,,"{name: '2150',value: [116.1488,39.7564,9]},"
2151,7,116.5597,40.1942,6,,,,"{name: '2151',value: [116.5597,40.1942,6]},"
2152,7,116.4781,39.9343,18,,,,"{name: '2152',value: [116.4781,39.9343,18]},"
2153,7,116.3459,39.7901,21,,,,"{name: '2153',value: [116.3459,39.7901,21]},"
2154,7,116.4391,40.0806,33,,,,"{name: '2154',value: [116.4391,40.0806,33]},"
2155,7,116.4748,39.8894,66,,,,"{name: '2155',value: [116.4748,39.8894,66]},"
2156,7,116.4458,39.9415,16,,,,"{name: '2156',value: [116.4458,39.9415,16]},"
2157,7,116.6958,40.1125,116,,,,"{name: '2157',value: [116.6958,40.1125,116]},"
2158,7,116.1987,39.9197,22,,,,"{name: '2158',value: [116.1987,39.9197,22]},"
2159,7,116.1919,39.9392,30,,,,"{name: '2159',value: [116.1919,39.9392,30]},"
2160,7,116.4089,40.0113,4,,,,"{name: '2160',value: [116.4089,40.0113,4]},"
2161,7,116.6654,40.1431,81,,,,"{name: '2161',value: [116.6654,40.1431,81]},"
2162,7,116.2785,40.0116,9,,,,"{name: '2162',value: [116.2785,40.0116,9]},"
2163,7,116.498,39.9724,33,,,,"{name: '2163',value: [116.498,39.9724,33]},"
2164,7,116.8489,40.3997,8,,,,"{name: '2164',value: [116.8489,40.3997,8]},"
2165,7,116.134,39.7321,50,,,,"{name: '2165',value: [116.134,39.7321,50]},"
