,hour,longitude,latitude,value,,,,
4624,12,116.6799,40.3739,10,,,,"{name: '4624',value: [116.6799,40.3739,10]},"
4625,12,116.4074,39.9218,233,,,,"{name: '4625',value: [116.4074,39.9218,233]},"
4626,12,116.1949,39.9215,9,,,,"{name: '4626',value: [116.1949,39.9215,9]},"
4627,12,116.3151,39.9003,8,,,,"{name: '4627',value: [116.3151,39.9003,8]},"
4628,12,116.3151,39.9557,21,,,,"{name: '4628',value: [116.3151,39.9557,21]},"
4629,12,116.4401,40.0558,38,,,,"{name: '4629',value: [116.4401,40.0558,38]},"
4630,12,116.6905,40.3042,12,,,,"{name: '4630',value: [116.6905,40.3042,12]},"
4631,12,116.4664,39.9866,29,,,,"{name: '4631',value: [116.4664,39.9866,29]},"
4632,12,116.4736,39.892,25,,,,"{name: '4632',value: [116.4736,39.892,25]},"
4633,12,116.575,40.0567,8,,,,"{name: '4633',value: [116.575,40.0567,8]},"
4634,12,116.1903,39.9379,10,,,,"{name: '4634',value: [116.1903,39.9379,10]},"
4635,12,116.3944,39.9988,50,,,,"{name: '4635',value: [116.3944,39.9988,50]},"
4636,12,116.3694,39.9551,66,,,,"{name: '4636',value: [116.3694,39.9551,66]},"
4637,12,117.1158,40.1519,22,,,,"{name: '4637',value: [117.1158,40.1519,22]},"
4638,12,116.5038,39.9965,18,,,,"{name: '4638',value: [116.5038,39.9965,18]},"
4639,12,116.3154,39.8616,13,,,,"{name: '4639',value: [116.3154,39.8616,13]},"
4640,12,116.4518,39.8996,65,,,,"{name: '4640',value: [116.4518,39.8996,65]},"
4641,12,116.6882,40.3535,8,,,,"{name: '4641',value: [116.6882,40.3535,8]},"
4642,12,116.4745,40.1396,17,,,,"{name: '4642',value: [116.4745,40.1396,17]},"
4643,12,116.3518,39.7251,18,,,,"{name: '4643',value: [116.3518,39.7251,18]},"
4644,12,116.3755,39.917,102,,,,"{name: '4644',value: [116.3755,39.917,102]},"
4645,12,116.6597,39.8953,112,,,,"{name: '4645',value: [116.6597,39.8953,112]},"
4646,12,116.5282,39.7892,21,,,,"{name: '4646',value: [116.5282,39.7892,21]},"
4647,12,116.3971,39.9407,34,,,,"{name: '4647',value: [116.3971,39.9407,34]},"
4648,12,116.2988,40.061,20,,,,"{name: '4648',value: [116.2988,40.061,20]},"
4649,12,116.2966,39.825,33,,,,"{name: '4649',value: [116.2966,39.825,33]},"
4650,12,116.6543,40.1909,14,,,,"{name: '4650',value: [116.6543,40.1909,14]},"
4651,12,116.7302,39.8724,10,,,,"{name: '4651',value: [116.7302,39.8724,10]},"
4652,12,116.3378,40.0488,26,,,,"{name: '4652',value: [116.3378,40.0488,26]},"
4653,12,116.5453,39.9117,25,,,,"{name: '4653',value: [116.5453,39.9117,25]},"
4654,12,116.5677,39.875,9,,,,"{name: '4654',value: [116.5677,39.875,9]},"
4655,12,116.4186,40.1238,10,,,,"{name: '4655',value: [116.4186,40.1238,10]},"
4656,12,116.5259,39.8914,22,,,,"{name: '4656',value: [116.5259,39.8914,22]},"
4657,12,116.3418,39.7701,57,,,,"{name: '4657',value: [116.3418,39.7701,57]},"
4658,12,116.3539,40.0209,44,,,,"{name: '4658',value: [116.3539,40.0209,44]},"
4659,12,116.6381,40.3221,410,,,,"{name: '4659',value: [116.6381,40.3221,410]},"
4660,12,116.6917,39.9192,68,,,,"{name: '4660',value: [116.6917,39.9192,68]},"
4661,12,116.3865,39.961,137,,,,"{name: '4661',value: [116.3865,39.961,137]},"
4662,12,116.6973,39.9414,38,,,,"{name: '4662',value: [116.6973,39.9414,38]},"
4663,12,116.5324,39.9202,9,,,,"{name: '4663',value: [116.5324,39.9202,9]},"
4664,12,116.6655,40.0441,25,,,,"{name: '4664',value: [116.6655,40.0441,25]},"
4665,12,116.2165,39.9994,12,,,,"{name: '4665',value: [116.2165,39.9994,12]},"
4666,12,116.4445,40.0947,13,,,,"{name: '4666',value: [116.4445,40.0947,13]},"
4667,12,116.4885,40.1058,13,,,,"{name: '4667',value: [116.4885,40.1058,13]},"
4668,12,116.4304,39.9304,13,,,,"{name: '4668',value: [116.4304,39.9304,13]},"
4669,12,116.3861,39.9104,8,,,,"{name: '4669',value: [116.3861,39.9104,8]},"
4670,12,116.4974,39.8078,26,,,,"{name: '4670',value: [116.4974,39.8078,26]},"
4671,12,116.5995,40.2885,17,,,,"{name: '4671',value: [116.5995,40.2885,17]},"
4672,12,116.4144,39.9129,37,,,,"{name: '4672',value: [116.4144,39.9129,37]},"
4673,12,116.4007,39.899,62,,,,"{name: '4673',value: [116.4007,39.899,62]},"
4674,12,116.6546,40.1244,72,,,,"{name: '4674',value: [116.6546,40.1244,72]},"
4675,12,116.4109,39.9568,81,,,,"{name: '4675',value: [116.4109,39.9568,81]},"
4676,12,116.4549,39.9365,21,,,,"{name: '4676',value: [116.4549,39.9365,21]},"
4677,12,116.346,39.9856,92,,,,"{name: '4677',value: [116.346,39.9856,92]},"
4678,12,116.5837,39.9156,14,,,,"{name: '4678',value: [116.5837,39.9156,14]},"
4679,12,116.373,39.8409,20,,,,"{name: '4679',value: [116.373,39.8409,20]},"
4680,12,116.8642,40.4115,28,,,,"{name: '4680',value: [116.8642,40.4115,28]},"
4681,12,115.9479,40.3685,8,,,,"{name: '4681',value: [115.9479,40.3685,8]},"
4682,12,116.5962,40.085,37,,,,"{name: '4682',value: [116.5962,40.085,37]},"
4683,12,116.3983,39.9151,13,,,,"{name: '4683',value: [116.3983,39.9151,13]},"
4684,12,116.6375,40.3072,29,,,,"{name: '4684',value: [116.6375,40.3072,29]},"
4685,12,116.3598,39.9235,72,,,,"{name: '4685',value: [116.3598,39.9235,72]},"
4686,12,116.2561,40.2328,8,,,,"{name: '4686',value: [116.2561,40.2328,8]},"
4687,12,116.3384,39.8546,4,,,,"{name: '4687',value: [116.3384,39.8546,4]},"
4688,12,116.2955,39.965,28,,,,"{name: '4688',value: [116.2955,39.965,28]},"
4689,12,116.5717,40.0686,28,,,,"{name: '4689',value: [116.5717,40.0686,28]},"
4690,12,116.4453,39.9282,17,,,,"{name: '4690',value: [116.4453,39.9282,17]},"
4691,12,116.2475,40.2019,61,,,,"{name: '4691',value: [116.2475,40.2019,61]},"
4692,12,116.3587,39.9689,9,,,,"{name: '4692',value: [116.3587,39.9689,9]},"
4693,12,116.3806,40.1068,34,,,,"{name: '4693',value: [116.3806,40.1068,34]},"
4694,12,116.4194,40.0053,44,,,,"{name: '4694',value: [116.4194,40.0053,44]},"
4695,12,116.6632,40.1486,12,,,,"{name: '4695',value: [116.6632,40.1486,12]},"
4696,12,116.382,39.9868,32,,,,"{name: '4696',value: [116.382,39.9868,32]},"
4697,12,116.2879,40.0504,12,,,,"{name: '4697',value: [116.2879,40.0504,12]},"
4698,12,116.4648,39.9171,188,,,,"{name: '4698',value: [116.4648,39.9171,188]},"
4699,12,116.7143,39.8449,30,,,,"{name: '4699',value: [116.7143,39.8449,30]},"
4700,12,116.6212,40.0623,44,,,,"{name: '4700',value: [116.6212,40.0623,44]},"
4701,12,116.279,39.8378,13,,,,"{name: '4701',value: [116.279,39.8378,13]},"
4702,12,116.283,39.9645,33,,,,"{name: '4702',value: [116.283,39.9645,33]},"
4703,12,116.3656,39.8868,22,,,,"{name: '4703',value: [116.3656,39.8868,22]},"
4704,12,116.6759,39.8837,129,,,,"{name: '4704',value: [116.6759,39.8837,129]},"
4705,12,116.332,39.8823,33,,,,"{name: '4705',value: [116.332,39.8823,33]},"
4706,12,115.9799,40.4547,26,,,,"{name: '4706',value: [115.9799,40.4547,26]},"
4707,12,116.6939,39.8692,65,,,,"{name: '4707',value: [116.6939,39.8692,65]},"
4708,12,116.4219,40.066,13,,,,"{name: '4708',value: [116.4219,40.066,13]},"
4709,12,116.4325,39.9106,14,,,,"{name: '4709',value: [116.4325,39.9106,14]},"
4710,12,116.4327,40.0278,77,,,,"{name: '4710',value: [116.4327,40.0278,77]},"
4711,12,116.4464,40.0342,42,,,,"{name: '4711',value: [116.4464,40.0342,42]},"
4712,12,116.3496,39.888,45,,,,"{name: '4712',value: [116.3496,39.888,45]},"
4713,12,116.5874,40.0677,10,,,,"{name: '4713',value: [116.5874,40.0677,10]},"
4714,12,116.3478,39.9288,9,,,,"{name: '4714',value: [116.3478,39.9288,9]},"
4715,12,116.4661,40.0192,34,,,,"{name: '4715',value: [116.4661,40.0192,34]},"
4716,12,116.2176,40.0423,18,,,,"{name: '4716',value: [116.2176,40.0423,18]},"
4717,12,116.4435,39.8667,40,,,,"{name: '4717',value: [116.4435,39.8667,40]},"
4718,12,116.4151,39.9475,18,,,,"{name: '4718',value: [116.4151,39.9475,18]},"
4719,12,116.6573,40.1797,17,,,,"{name: '4719',value: [116.6573,40.1797,17]},"
4720,12,116.636,40.1146,36,,,,"{name: '4720',value: [116.636,40.1146,36]},"
4721,12,116.3446,39.9574,8,,,,"{name: '4721',value: [116.3446,39.9574,8]},"
4722,12,116.3073,40.0307,28,,,,"{name: '4722',value: [116.3073,40.0307,28]},"
4723,12,116.3826,40.0077,13,,,,"{name: '4723',value: [116.3826,40.0077,13]},"
4724,12,116.2449,39.9536,12,,,,"{name: '4724',value: [116.2449,39.9536,12]},"
4725,12,116.2577,40.2121,40,,,,"{name: '4725',value: [116.2577,40.2121,40]},"
4726,12,116.3593,40.0024,150,,,,"{name: '4726',value: [116.3593,40.0024,150]},"
4727,12,116.6433,40.1028,21,,,,"{name: '4727',value: [116.6433,40.1028,21]},"
4728,12,116.2093,40.0527,10,,,,"{name: '4728',value: [116.2093,40.0527,10]},"
4729,12,116.1424,39.7443,16,,,,"{name: '4729',value: [116.1424,39.7443,16]},"
4730,12,116.2586,40.0721,9,,,,"{name: '4730',value: [116.2586,40.0721,9]},"
4731,12,116.2585,39.945,22,,,,"{name: '4731',value: [116.2585,39.945,22]},"
4732,12,116.3102,39.7701,12,,,,"{name: '4732',value: [116.3102,39.7701,12]},"
4733,12,116.3303,39.9575,30,,,,"{name: '4733',value: [116.3303,39.9575,30]},"
4734,12,116.791,39.7425,8,,,,"{name: '4734',value: [116.791,39.7425,8]},"
4735,12,116.4907,39.9998,24,,,,"{name: '4735',value: [116.4907,39.9998,24]},"
4736,12,116.3284,39.7863,30,,,,"{name: '4736',value: [116.3284,39.7863,30]},"
4737,12,116.3723,39.7583,9,,,,"{name: '4737',value: [116.3723,39.7583,9]},"
4738,12,116.4859,39.9837,54,,,,"{name: '4738',value: [116.4859,39.9837,54]},"
4739,12,116.4377,40.1219,17,,,,"{name: '4739',value: [116.4377,40.1219,17]},"
4740,12,116.1705,39.8167,16,,,,"{name: '4740',value: [116.1705,39.8167,16]},"
4741,12,116.4074,39.8518,8,,,,"{name: '4741',value: [116.4074,39.8518,8]},"
4742,12,116.342,40.0152,66,,,,"{name: '4742',value: [116.342,40.0152,66]},"
4743,12,116.1023,39.9479,24,,,,"{name: '4743',value: [116.1023,39.9479,24]},"
4744,12,115.992,40.447,8,,,,"{name: '4744',value: [115.992,40.447,8]},"
4745,12,116.601,40.0189,10,,,,"{name: '4745',value: [116.601,40.0189,10]},"
4746,12,116.4952,39.7689,8,,,,"{name: '4746',value: [116.4952,39.7689,8]},"
4747,12,116.318,39.7935,41,,,,"{name: '4747',value: [116.318,39.7935,41]},"
4748,12,116.3208,39.7496,13,,,,"{name: '4748',value: [116.3208,39.7496,13]},"
4749,12,116.2899,40.1757,17,,,,"{name: '4749',value: [116.2899,40.1757,17]},"
4750,12,116.3537,39.7374,22,,,,"{name: '4750',value: [116.3537,39.7374,22]},"
4751,12,116.3269,40.039,46,,,,"{name: '4751',value: [116.3269,40.039,46]},"
4752,12,116.4537,39.8392,9,,,,"{name: '4752',value: [116.4537,39.8392,9]},"
4753,12,116.5223,40.0521,8,,,,"{name: '4753',value: [116.5223,40.0521,8]},"
4754,12,116.2731,40.0086,46,,,,"{name: '4754',value: [116.2731,40.0086,46]},"
4755,12,116.2665,40.0474,18,,,,"{name: '4755',value: [116.2665,40.0474,18]},"
4756,12,116.7456,39.8493,9,,,,"{name: '4756',value: [116.7456,39.8493,9]},"
4757,12,116.657,40.3567,40,,,,"{name: '4757',value: [116.657,40.3567,40]},"
4758,12,116.4052,39.8163,18,,,,"{name: '4758',value: [116.4052,39.8163,18]},"
4759,12,116.3612,40.0138,8,,,,"{name: '4759',value: [116.3612,40.0138,8]},"
4760,12,116.4238,39.9027,109,,,,"{name: '4760',value: [116.4238,39.9027,109]},"
4761,12,116.1538,39.7413,93,,,,"{name: '4761',value: [116.1538,39.7413,93]},"
4762,12,116.1471,39.7297,70,,,,"{name: '4762',value: [116.1471,39.7297,70]},"
4763,12,116.8629,39.6908,13,,,,"{name: '4763',value: [116.8629,39.6908,13]},"
4764,12,116.3227,39.9656,253,,,,"{name: '4764',value: [116.3227,39.9656,253]},"
4765,12,116.4297,39.8685,42,,,,"{name: '4765',value: [116.4297,39.8685,42]},"
4766,12,116.4347,39.8599,18,,,,"{name: '4766',value: [116.4347,39.8599,18]},"
4767,12,116.3687,40.0741,62,,,,"{name: '4767',value: [116.3687,40.0741,62]},"
4768,12,116.2816,40.0818,14,,,,"{name: '4768',value: [116.2816,40.0818,14]},"
4769,12,116.6672,40.089,13,,,,"{name: '4769',value: [116.6672,40.089,13]},"
4770,12,116.6505,40.3001,40,,,,"{name: '4770',value: [116.6505,40.3001,40]},"
4771,12,116.5654,39.9151,40,,,,"{name: '4771',value: [116.5654,39.9151,40]},"
4772,12,116.4341,39.6366,4,,,,"{name: '4772',value: [116.4341,39.6366,4]},"
4773,12,116.4281,39.9605,37,,,,"{name: '4773',value: [116.4281,39.9605,37]},"
4774,12,116.125,39.7998,4,,,,"{name: '4774',value: [116.125,39.7998,4]},"
4775,12,115.9989,39.7047,36,,,,"{name: '4775',value: [115.9989,39.7047,36]},"
4776,12,116.5118,39.977,30,,,,"{name: '4776',value: [116.5118,39.977,30]},"
4777,12,116.2848,40.0719,24,,,,"{name: '4777',value: [116.2848,40.0719,24]},"
4778,12,116.6567,40.2804,18,,,,"{name: '4778',value: [116.6567,40.2804,18]},"
4779,12,116.5341,40.0199,9,,,,"{name: '4779',value: [116.5341,40.0199,9]},"
4780,12,116.468,39.9277,57,,,,"{name: '4780',value: [116.468,39.9277,57]},"
4781,12,116.1133,39.9376,8,,,,"{name: '4781',value: [116.1133,39.9376,8]},"
4782,12,116.4557,39.8118,21,,,,"{name: '4782',value: [116.4557,39.8118,21]},"
4783,12,116.5445,39.9232,28,,,,"{name: '4783',value: [116.5445,39.9232,28]},"
4784,12,116.597,39.9324,10,,,,"{name: '4784',value: [116.597,39.9324,10]},"
4785,12,116.4433,39.9384,89,,,,"{name: '4785',value: [116.4433,39.9384,89]},"
4786,12,116.8369,40.3952,81,,,,"{name: '4786',value: [116.8369,40.3952,81]},"
4787,12,116.1319,39.7289,36,,,,"{name: '4787',value: [116.1319,39.7289,36]},"
4788,12,116.6797,40.12,26,,,,"{name: '4788',value: [116.6797,40.12,26]},"
4789,12,117.1465,40.1705,29,,,,"{name: '4789',value: [117.1465,40.1705,29]},"
4790,12,116.4386,39.9017,20,,,,"{name: '4790',value: [116.4386,39.9017,20]},"
4791,12,116.6725,40.1128,9,,,,"{name: '4791',value: [116.6725,40.1128,9]},"
4792,12,116.4879,39.8901,13,,,,"{name: '4792',value: [116.4879,39.8901,13]},"
4793,12,116.7553,39.8904,49,,,,"{name: '4793',value: [116.7553,39.8904,49]},"
4794,12,116.3361,39.7431,50,,,,"{name: '4794',value: [116.3361,39.7431,50]},"
4795,12,116.5082,39.9222,60,,,,"{name: '4795',value: [116.5082,39.9222,60]},"
4796,12,116.2075,39.9228,33,,,,"{name: '4796',value: [116.2075,39.9228,33]},"
4797,12,116.6617,40.136,81,,,,"{name: '4797',value: [116.6617,40.136,81]},"
4798,12,116.2393,40.2354,118,,,,"{name: '4798',value: [116.2393,40.2354,118]},"
4799,12,116.6338,40.1353,34,,,,"{name: '4799',value: [116.6338,40.1353,34]},"
4800,12,116.4744,39.8826,70,,,,"{name: '4800',value: [116.4744,39.8826,70]},"
4801,12,116.0892,39.7785,14,,,,"{name: '4801',value: [116.0892,39.7785,14]},"
4802,12,116.843,40.3657,22,,,,"{name: '4802',value: [116.843,40.3657,22]},"
4803,12,116.3192,40.0233,17,,,,"{name: '4803',value: [116.3192,40.0233,17]},"
4804,12,116.4239,39.9221,136,,,,"{name: '4804',value: [116.4239,39.9221,136]},"
4805,12,116.2192,40.2119,10,,,,"{name: '4805',value: [116.2192,40.2119,10]},"
4806,12,116.4373,39.9913,17,,,,"{name: '4806',value: [116.4373,39.9913,17]},"
4807,12,116.2666,39.935,24,,,,"{name: '4807',value: [116.2666,39.935,24]},"
4808,12,116.3346,40.0796,36,,,,"{name: '4808',value: [116.3346,40.0796,36]},"
4809,12,116.6093,39.9036,37,,,,"{name: '4809',value: [116.6093,39.9036,37]},"
4810,12,116.843,40.4039,22,,,,"{name: '4810',value: [116.843,40.4039,22]},"
4811,12,116.4342,39.8484,14,,,,"{name: '4811',value: [116.4342,39.8484,14]},"
4812,12,116.6655,39.8387,10,,,,"{name: '4812',value: [116.6655,39.8387,10]},"
4813,12,116.2617,39.8722,30,,,,"{name: '4813',value: [116.2617,39.8722,30]},"
4814,12,116.1923,39.77,9,,,,"{name: '4814',value: [116.1923,39.77,9]},"
4815,12,116.8684,40.3948,228,,,,"{name: '4815',value: [116.8684,40.3948,228]},"
4816,12,116.2911,40.0375,44,,,,"{name: '4816',value: [116.2911,40.0375,44]},"
4817,12,116.597,40.0553,18,,,,"{name: '4817',value: [116.597,40.0553,18]},"
4818,12,116.3002,39.8507,8,,,,"{name: '4818',value: [116.3002,39.8507,8]},"
4819,12,116.3157,40.0576,88,,,,"{name: '4819',value: [116.3157,40.0576,88]},"
4820,12,116.2824,40.2061,13,,,,"{name: '4820',value: [116.2824,40.2061,13]},"
4821,12,116.4321,39.9494,44,,,,"{name: '4821',value: [116.4321,39.9494,44]},"
4822,12,116.3098,39.9987,53,,,,"{name: '4822',value: [116.3098,39.9987,53]},"
4823,12,116.3582,40.0314,36,,,,"{name: '4823',value: [116.3582,40.0314,36]},"
4824,12,116.4883,39.8012,14,,,,"{name: '4824',value: [116.4883,39.8012,14]},"
4825,12,116.3523,39.8329,10,,,,"{name: '4825',value: [116.3523,39.8329,10]},"
4826,12,116.4576,39.7716,13,,,,"{name: '4826',value: [116.4576,39.7716,13]},"
4827,12,116.4426,39.97,18,,,,"{name: '4827',value: [116.4426,39.97,18]},"
4828,12,116.1137,39.7692,21,,,,"{name: '4828',value: [116.1137,39.7692,21]},"
4829,12,116.6369,40.2971,36,,,,"{name: '4829',value: [116.6369,40.2971,36]},"
4830,12,116.4035,39.7976,65,,,,"{name: '4830',value: [116.4035,39.7976,65]},"
4831,12,116.3511,40.0631,26,,,,"{name: '4831',value: [116.3511,40.0631,26]},"
4832,12,116.3356,40.0923,22,,,,"{name: '4832',value: [116.3356,40.0923,22]},"
4833,12,116.6765,39.9338,29,,,,"{name: '4833',value: [116.6765,39.9338,29]},"
4834,12,116.8425,40.3843,12,,,,"{name: '4834',value: [116.8425,40.3843,12]},"
4835,12,116.5505,39.7584,9,,,,"{name: '4835',value: [116.5505,39.7584,9]},"
4836,12,116.505,39.9427,42,,,,"{name: '4836',value: [116.505,39.9427,42]},"
4837,12,116.6619,40.3228,13,,,,"{name: '4837',value: [116.6619,40.3228,13]},"
4838,12,116.089,39.7943,5,,,,"{name: '4838',value: [116.089,39.7943,5]},"
4839,12,116.5333,39.8617,10,,,,"{name: '4839',value: [116.5333,39.8617,10]},"
4840,12,116.1772,39.9011,9,,,,"{name: '4840',value: [116.1772,39.9011,9]},"
4841,12,116.4338,40.0731,32,,,,"{name: '4841',value: [116.4338,40.0731,32]},"
4842,12,116.7064,39.8568,10,,,,"{name: '4842',value: [116.7064,39.8568,10]},"
4843,12,116.6417,40.2865,33,,,,"{name: '4843',value: [116.6417,40.2865,33]},"
4844,12,116.5123,39.9066,38,,,,"{name: '4844',value: [116.5123,39.9066,38]},"
4845,12,116.3155,39.8715,26,,,,"{name: '4845',value: [116.3155,39.8715,26]},"
4846,12,115.9943,40.472,22,,,,"{name: '4846',value: [115.9943,40.472,22]},"
4847,12,116.3346,39.9432,86,,,,"{name: '4847',value: [116.3346,39.9432,86]},"
4848,12,116.2195,40.1284,9,,,,"{name: '4848',value: [116.2195,40.1284,9]},"
4849,12,116.4808,39.865,10,,,,"{name: '4849',value: [116.4808,39.865,10]},"
4850,12,116.3737,40.0398,30,,,,"{name: '4850',value: [116.3737,40.0398,30]},"
4851,12,116.3459,39.9676,36,,,,"{name: '4851',value: [116.3459,39.9676,36]},"
4852,12,116.3182,39.7603,114,,,,"{name: '4852',value: [116.3182,39.7603,114]},"
4853,12,116.6483,40.1363,141,,,,"{name: '4853',value: [116.6483,40.1363,141]},"
4854,12,116.6524,40.3425,12,,,,"{name: '4854',value: [116.6524,40.3425,12]},"
4855,12,116.4772,39.9148,77,,,,"{name: '4855',value: [116.4772,39.9148,77]},"
4856,12,116.8255,40.3778,16,,,,"{name: '4856',value: [116.8255,40.3778,16]},"
4857,12,116.3793,39.9398,52,,,,"{name: '4857',value: [116.3793,39.9398,52]},"
4858,12,116.3529,39.9476,113,,,,"{name: '4858',value: [116.3529,39.9476,113]},"
4859,12,116.1692,39.8716,8,,,,"{name: '4859',value: [116.1692,39.8716,8]},"
4860,12,116.2487,40.0594,22,,,,"{name: '4860',value: [116.2487,40.0594,22]},"
4861,12,116.6152,40.3026,16,,,,"{name: '4861',value: [116.6152,40.3026,16]},"
4862,12,116.4731,39.9559,68,,,,"{name: '4862',value: [116.4731,39.9559,68]},"
4863,12,116.2038,39.94,26,,,,"{name: '4863',value: [116.2038,39.94,26]},"
4864,12,116.3086,39.8205,9,,,,"{name: '4864',value: [116.3086,39.8205,9]},"
4865,12,116.8575,40.3776,461,,,,"{name: '4865',value: [116.8575,40.3776,461]},"
4866,12,116.6497,39.9128,146,,,,"{name: '4866',value: [116.6497,39.9128,146]},"
4867,12,116.5186,39.9169,25,,,,"{name: '4867',value: [116.5186,39.9169,25]},"
4868,12,116.6464,40.3664,20,,,,"{name: '4868',value: [116.6464,40.3664,20]},"
4869,12,116.7049,39.8789,113,,,,"{name: '4869',value: [116.7049,39.8789,113]},"
4870,12,116.7074,40.1355,21,,,,"{name: '4870',value: [116.7074,40.1355,21]},"
4871,12,116.6441,40.3501,33,,,,"{name: '4871',value: [116.6441,40.3501,33]},"
4872,12,116.247,39.8423,17,,,,"{name: '4872',value: [116.247,39.8423,17]},"
4873,12,116.4665,39.8709,29,,,,"{name: '4873',value: [116.4665,39.8709,29]},"
4874,12,117.1213,40.1435,30,,,,"{name: '4874',value: [117.1213,40.1435,30]},"
4875,12,116.0767,39.6602,4,,,,"{name: '4875',value: [116.0767,39.6602,4]},"
4876,12,116.2764,40.0185,16,,,,"{name: '4876',value: [116.2764,40.0185,16]},"
4877,12,116.3439,40.0396,53,,,,"{name: '4877',value: [116.3439,40.0396,53]},"
4878,12,116.2178,39.8472,8,,,,"{name: '4878',value: [116.2178,39.8472,8]},"
4879,12,116.2619,39.924,29,,,,"{name: '4879',value: [116.2619,39.924,29]},"
4880,12,116.6497,39.9262,21,,,,"{name: '4880',value: [116.6497,39.9262,21]},"
4881,12,116.3155,40.0438,60,,,,"{name: '4881',value: [116.3155,40.0438,60]},"
4882,12,116.4754,39.903,96,,,,"{name: '4882',value: [116.4754,39.903,96]},"
4883,12,116.3949,39.9503,16,,,,"{name: '4883',value: [116.3949,39.9503,16]},"
4884,12,116.4374,39.9794,90,,,,"{name: '4884',value: [116.4374,39.9794,90]},"
4885,12,116.1571,39.7244,9,,,,"{name: '4885',value: [116.1571,39.7244,9]},"
4886,12,117.2922,40.1676,10,,,,"{name: '4886',value: [117.2922,40.1676,10]},"
4887,12,116.6319,40.3816,22,,,,"{name: '4887',value: [116.6319,40.3816,22]},"
4888,12,116.4667,39.9669,41,,,,"{name: '4888',value: [116.4667,39.9669,41]},"
4889,12,116.1154,39.7397,22,,,,"{name: '4889',value: [116.1154,39.7397,22]},"
4890,12,116.5837,39.93,44,,,,"{name: '4890',value: [116.5837,39.93,44]},"
4891,12,116.6682,40.2986,48,,,,"{name: '4891',value: [116.6682,40.2986,48]},"
4892,12,116.4945,39.9506,34,,,,"{name: '4892',value: [116.4945,39.9506,34]},"
4893,12,116.1965,39.9118,14,,,,"{name: '4893',value: [116.1965,39.9118,14]},"
4894,12,116.7095,39.9239,34,,,,"{name: '4894',value: [116.7095,39.9239,34]},"
4895,12,116.3224,39.9983,37,,,,"{name: '4895',value: [116.3224,39.9983,37]},"
4896,12,116.3113,39.9143,37,,,,"{name: '4896',value: [116.3113,39.9143,37]},"
4897,12,116.617,39.9303,18,,,,"{name: '4897',value: [116.617,39.9303,18]},"
4898,12,116.5767,39.9033,13,,,,"{name: '4898',value: [116.5767,39.9033,13]},"
4899,12,116.3487,40.0071,28,,,,"{name: '4899',value: [116.3487,40.0071,28]},"
4900,12,116.826,40.367,10,,,,"{name: '4900',value: [116.826,40.367,10]},"
4901,12,116.296,39.9296,44,,,,"{name: '4901',value: [116.296,39.9296,44]},"
4902,12,116.3292,39.898,12,,,,"{name: '4902',value: [116.3292,39.898,12]},"
4903,12,116.4444,39.9135,128,,,,"{name: '4903',value: [116.4444,39.9135,128]},"
4904,12,116.4494,40.0137,8,,,,"{name: '4904',value: [116.4494,40.0137,8]},"
4905,12,116.6616,39.9555,18,,,,"{name: '4905',value: [116.6616,39.9555,18]},"
4906,12,116.2911,40.2154,61,,,,"{name: '4906',value: [116.2911,40.2154,61]},"
4907,12,116.4204,39.9702,88,,,,"{name: '4907',value: [116.4204,39.9702,88]},"
4908,12,116.0686,39.7173,10,,,,"{name: '4908',value: [116.0686,39.7173,10]},"
4909,12,116.3836,40.0223,49,,,,"{name: '4909',value: [116.3836,40.0223,49]},"
4910,12,116.4631,39.88,33,,,,"{name: '4910',value: [116.4631,39.88,33]},"
4911,12,116.3084,40.0935,57,,,,"{name: '4911',value: [116.3084,40.0935,57]},"
4912,12,116.642,39.9048,9,,,,"{name: '4912',value: [116.642,39.9048,9]},"
4913,12,116.6747,39.8706,41,,,,"{name: '4913',value: [116.6747,39.8706,41]},"
4914,12,116.5423,39.9769,12,,,,"{name: '4914',value: [116.5423,39.9769,12]},"
4915,12,116.6505,39.8646,4,,,,"{name: '4915',value: [116.6505,39.8646,4]},"
4916,12,116.7815,39.9483,12,,,,"{name: '4916',value: [116.7815,39.9483,12]},"
4917,12,116.4062,39.6094,5,,,,"{name: '4917',value: [116.4062,39.6094,5]},"
4918,12,116.3878,39.8848,16,,,,"{name: '4918',value: [116.3878,39.8848,16]},"
4919,12,116.6704,40.3685,57,,,,"{name: '4919',value: [116.6704,40.3685,57]},"
4920,12,116.5252,39.93,24,,,,"{name: '4920',value: [116.5252,39.93,24]},"
4921,12,116.5869,39.9733,18,,,,"{name: '4921',value: [116.5869,39.9733,18]},"
4922,12,116.6373,40.3382,106,,,,"{name: '4922',value: [116.6373,40.3382,106]},"
4923,12,116.18,40.0551,8,,,,"{name: '4923',value: [116.18,40.0551,8]},"
4924,12,116.6973,40.3187,4,,,,"{name: '4924',value: [116.6973,40.3187,4]},"
4925,12,116.286,39.9469,50,,,,"{name: '4925',value: [116.286,39.9469,50]},"
4926,12,116.5611,40.0215,6,,,,"{name: '4926',value: [116.5611,40.0215,6]},"
4927,12,116.3412,39.8997,49,,,,"{name: '4927',value: [116.3412,39.8997,49]},"
4928,12,116.5342,39.7795,9,,,,"{name: '4928',value: [116.5342,39.7795,9]},"
4929,12,116.2597,39.888,16,,,,"{name: '4929',value: [116.2597,39.888,16]},"
